"store_name","store_cnpj","store_id"
"LAURENCIO KALIANNE OHARA LTDA","24918274204800","BB7FD7EEECAD"
"IRLANDE HERLAINE LERIS LTDA","86623910208500","F5AD0F6A59EE"
"ERNANES ELHAINE IVONIZE LTDA","56916730206080","93B6AD5691CA"
"CLEVANIO CARPEGIANO EUTINA LTDA","09984302229500","6298BBED4C03"
"ADIZON WIQUER CREUZO LTDA","97137964195000","BC69B15DAD5E"
"SINA ROSINILDE ARCANJELO LTDA","43318440243100","CFC385244024"
"NEILIMAR MELQUIOR VALSIRENE LTDA","49634094216000","FD01D570AEBA"
"KEYSSIANE JUCELIO RAIONES LTDA","56106394225820","606D222D3E77"
"ILAINI IANDER LUSINARA LTDA","82119772128300","AC535BDDE1BE"
"EMILIN ELLERSON JERLUCIA LTDA","82726626149300","E39F3FA93292"
"CLAUDELENE CIBILIA GELAN LTDA","77567106187600","BB58D1F00DDB"
"ALBEMIR ZELANDIO DEYVIT LTDA","76458816159190","2117265151D7"
"SYNESIO SAMA ANANZA LTDA","12689668169100","1C3762B89900"
"NINHO MISTE UILSA LTDA","46156916123400","9F1AF4B92CF3"
"LAURIVANE JUZINETE PADUA LTDA","99956524202380","D1EBBC13F114"
"IRVANIO HENANDES LORAINA LTDA","38732712212200","DF66CD2ADEA7"
"ERONILSON ELENICE JANNY LTDA","51049312211000","F35AA443EFED"
"CLIDISON CARLIELSON FRANCERLANDIO LTDA","94879296206100","80BD9AE7D444"
"ADNALDA WILKI DELEIA LTDA","03209330245600","8BB2529E1694"
"SINTHYA ROSICARLA ARGEL LTDA","95035722233200","2D0BCDC444DA"
"NELBERT MEGY VALVETE LTDA","57970674135700","FBF6A60BCF40"
"KILCE JOZEANE RAMELA LTDA","88889996216000","7755E3C77FA7"
"ILDEIR HUILIAN LUZICLEIA LTDA","60462192156720","BAD080CECA22"
"EMMYLLI ELIELSOM JESILA LTDA","57620064172800","E2779A4FBB62"
"CLAUDIAN CANTIDIANO GEMANO LTDA","31271012362800","EBEF71A348A9"
"ALADINO WILBA DHIAN LTDA","09297004187600","B21C38BF20C9"
"SURMA ROMI ANDERCLEIA LTDA","18215026214700","6A967CA95AFB"
"NESINHO MARINEIDA URANDY LTDA","36991330165400","D0CBCF9BE544"
"KETYLE JOCILENA PATRIICIA LTDA","29260752206080","AE38D718321A"
"HYURY GERLENA LORMINA LTDA","67946626134500","0B343D951A50"
"ELIEZI DHONYS JARDEILSON LTDA","15436654201100","F352FAF79A00"
"CARITA AMASILES FRANCILENA LTDA","32851556175200","F134CF5E95ED"
"WILHAN TUPI DELONICE LTDA","16409798167800","20A80E9C0B94"
"RONALIA ORACILHA ANON LTDA","21155000236900","03994B876982"
"MARINS LEONIDIO VALDINO LTDA","29286958202400","C50926F13F1D"
"JODEILMA ISMAELMA PERCIDA LTDA","59724360128300","9391DA3104C7"
"GERONIDIO HYEDA LISSANDRO LTDA","67643280146800","0AB95D384C8A"
"DIARLA ELIETT JADHY LTDA","02023472229500","38D3A14660ED"
"AMILAR CARILINE EUSANIRA LTDA","42106112124600","B8E55BE9AC8A"
"UANDESON WILDS CREONEIDE LTDA","09896380217180","5274CA46B68C"
"ALBERTI ROMY ADILSA LTDA","22010300129600","C62A6FA5A703"
"TACYLA MARINILHA SILVERA LTDA","37867340124600","C52B91B554F8"
"NIRVANA JOCIVANIA NARCILIO LTDA","28231452157952","ED71036C2F0D"
"LAWSON GERNEI KASANDRA LTDA","56687772235700","B1025178D9A0"
"ISAI DIANEFER HELTOM LTDA","61415744161700","CE0E23B88D6E"
"ERVEDO AMELY EDVONETE LTDA","71930476244300","285AFFCBDE6E"
"CLIVERTON UALEX BEBEL LTDA","58344856132040","BCF0AED58267"
"ADOMARIO ORCIONE WALYSSON LTDA","81539388214720","0D7CF368FB55"
"SIRLEA LEONORIO ARACELLE LTDA","31208994223400","C516D1C67613"
"NELICIO ISNAELE VALMO LTDA","35237374227060","B1DDC0BF2277"
"KIONE HUGOR RAILSSON LTDA","67218414192500","110F9C42B9AE"
"ILDEVANE ELIELDES LURDIVAL LTDA","35201494191300","8D3E25416884"
"ENDEL CANICIO JERCI LTDA","50800266124600","78626F6E00FA"
"CLAUDINE WILANDER GEISIANE LTDA","36523150208500","6F8FCEE55641"
"ALBILENE ROMERICA DEVENTINO LTDA","51310874239400","BD99D5FB723B"
"TAEME MARINAVA ANALICA LTDA","24891274187600","60F56B322451"
"NISOMAR JOCILANE UESLIANE LTDA","00104952151800","8EB93307BDEC"
"LAYON GERLANO OZIL LTDA","56134194211000","437BFEAAC18B"
"ISALDETE DHONATAM LOIANY LTDA","03017494167800","F5F34480A07B"
"ERYSSON AMARIZA JANILLI LTDA","96552220235700","1642BBB6F115"
"CLODOBERTO TULO FRA LTDA","88729088138210","E3DBF8F38D99"
"ADONILDA ORACIANA DELANDIO LTDA","70181696148100","1C88AD0CE6AB"
"SIRLONE LEONIAS ARGUS LTDA","08868524227100","C89DF15E4BA8"
"NELISSA ISLON VANAILTON LTDA","26379434206100","A58CDAB302F3"
"KISSA HUTE RAMILSOM LTDA","66282598224600","91D93A285F01"
"ILEANDRA ELIES LUZILENA LTDA","23505848159200","6C90D12050CC"
"ENDRICA CARI JESLENE LTDA","95526390224590","6D4EDA91AD86"
"CLAUDINY WILDETE GENACI LTDA","62251240144400","5D26DAB3E931"
"ALAIANE ROMLO DHIULIANA LTDA","75071904178900","0DD5D24E7D17"
"SUSIELE MARINETTI ANDERSONN LTDA","90843198170300","C542ED4B62D6"
"NILDIANA JOCIRA URIEL LTDA","04137032149300","6BB99724988C"
"LAUDINE GERMANIO PAULEANE LTDA","89311518160400","6E2DDBA6BD7B"
"IRILAINE DIAMAR LORRIVAL LTDA","83265696182600","12E2C020FA54"
"EPTACIO AMECIA JARDESSON LTDA","35945582156700","D287E89E88B6"
"CLARISTINA UADSON FRANCILUCE LTDA","01688456235700","90B87B3F56A4"
"ABIDA ORBANO DELSIVAN LTDA","21040408219700","AF88B5449B91"
"SEDIR LEONITO APARCIDO LTDA","30059188216000","E6EB8FC5EC74"
"MISNA ISMEIRE VALISON LTDA","93606944218400","D5BB0FAB1CE0"
"JUVERLANIA HURBANO RAIIMUNDO LTDA","14941210129600","E249CE89C007"
"HARRISOM ELIENILSON LULIANE LTDA","24126062208500","FFBDD273342A"
"EDIVANHA CARDIANE JEORGES LTDA","21629628222100","E949F1F9EB5E"
"AURIDA WILDEMBERG GEIDER LTDA","73403684183900","01AD4E5B65BB"
"VLDIMIR ROMIRIA DEUZINEIA LTDA","37164834174000","EA84CDD826FD"
"ALBIRAN MARINES ANAIL LTDA","94112090238200","2AD9E2A4D18B"
"TAFINIS JOCINEI UELQUER LTDA","02859872236900","61385F9836AD"
"NITHAEL GERLUZIA OZAR LTDA","07040040128340","F55928F484C5"
"LAYS DIAIR LOANNE LTDA","82178612209000","7584C2AB4F0D"
"ISALENA AMBELINA JANICELIA LTDA","59060944132000","CC545EB2A032"
"ERZILENE TYFFANY FLORIPE LTDA","44041914125900","1F5B1725476D"
"CLODOVALDO ORANE DEJAMA LTDA","04684774186300","4B83D5C8F853"
"ADONIZETE LEONIRCE ARAMILSON LTDA","71866190233200","E0C1959AFD3F"
"SIRVANO ISMARA VALOCIR LTDA","79576772165400","7CD5E2A17AC8"
"NELIZIA HYANKA RAINANE LTDA","83819222141900","C97A7019EC3E"
"KISSYLLA ELIESLEY LUSENIR LTDA","74529108215950","90C1DECA4068"
"ILEILSON CARIELI JERILSON LTDA","32359490124600","26C6F3F669B0"
"ENDRIUS WILDIS GEISYANNE LTDA","50855452224600","8960EFC9CAC8"
"CLAUDIONALDO ROMON DEYLA LTDA","02761008160420","7D14FBF44106"
"ALAIDY MARINHO ANAMARIA LTDA","47602272183900","D60170CD59E4"
"SUSILENE JOCIRLEIDE UILER LTDA","97493434135700","CD92315BAE0E"
"NILDOMAR GERMINIA PABALO LTDA","35624056145600","FEB247733673"
"LAUDIOMAR DIANARA LOIZE LTDA","19989698196200","67D80FB2B91F"
"IRIMAR AMELICE JANISLEY LTDA","26117704143100","A4C9C926133C"
"ERACILDO UALASI FRANCELENE LTDA","95778308124600","5FC8ADBE0D12"
"CLEICILANE ORCIDIO DELCILIO LTDA","45558606125900","995382B9AAA6"
"ADELANDE LEONLDO APAMELA LTDA","10495958229500","C52AD7784AE9"
"SHIN ISMERIA VALIRIA LTDA","14840008133300","32459A76CB81"
"NADIELMA HULIAN RAIELE LTDA","14306818134500","0F3E5092ED00"
"KATELIM ELIEMARA LUKA LTDA","01561108176500","69BA4B182B0E"
"HILDEAN CAOANA JEONE LTDA","50592616171500","AE156179ACAC"
"ELILDA WILCAR GEICILANE LTDA","32562448156700","D22407DAD81B"
"CARLESIO ROMILDON DEUZILANE LTDA","09411018199900","E137D627F43F"
"WILIO MARINEL ANAHY LTDA","76913964133300","482739FCF5B8"
"ALCEDINO JOCILINE UELITA LTDA","23499002191270","88E13D931BE0"
"TAHINARA GERLIANO OZANILDO LTDA","66332110193700","4B894CD4FB57"
"NIURA DHULIO LOACIR LTDA","15419180214700","D10729281416"
"LAZARONE AMAURICIO JANIA LTDA","31090392125900","274A666A5C48"
"ISAMI TURIBIO FLORILDA LTDA","77924002197400","D75FB416C063"
"ESCARLATI ORAILDES DEJALDO LTDA","07347122209800","FBF3762ED419"
"CLORES LEONILDIO ARELI LTDA","10499506148100","0496834FAD7C"
"ADRAILTON ISMAIL VALTERNEY LTDA","53374394171500","EEDD78A51B66"
"SISNANDE IDAELMA RALI LTDA","21281472160420","4ECA36BC094D"
"NELRILENE ELOISY LUZANIR LTDA","18532104239400","3A64E31247C4"
"KIYOKO CILEIDI JERY LTDA","54382658144380","2860453F60FA"
"ILESIO ZENIVALDO GELMARIO LTDA","23188344133270","A2A563F14537"
"ENEDI SANDERLEY DHEMILI LTDA","32891042170300","4F326DF934DC"
"CLAUDIOR MOLTON ANAYA LTDA","65534502197400","138B99147AF8"
"ALBERISON KAIROS ULITON LTDA","08646824176500","BAFA777921EC"
"TACILIANE HERIALDO PASCOA LTDA","95641658127100","405836D64EA8"
"NIRLANDO ELETON LORICO LTDA","10936584155500","493A1BEFA17A"
"LAVINO CARMOSINO JAQUESSON LTDA","56234668125900","16F56105A541"
"ISADIR WILSIMARA FRANCIENIO LTDA","23624008239400","D38F6E520C2B"
"ERTO ROSIMIR DELL LTDA","59031288219650","74990D9E9A91"
"CLISSON MELISE ARESTINO LTDA","92343558149300","C308923969F1"
"ADO JUBERTH VALTUIDES LTDA","44899056217200","99CF688E5EC2"
"SIRILIO ICLEIBER RAMAM LTDA","68148078232000","BEC3784C8D94"
"NELDIANE ELOIO LUZIANA LTDA","99828320233200","E9DEFC6649BF"
"KIN CILDETE JESIENE LTDA","76106814132000","73A975EA0F9A"
"ILDERLANDIA ZENIS GELVANIO LTDA","99471708130800","EAC4D12737C2"
"ENALY SANDE DHEYCE LTDA","10954782234460","918637B2CC0C"
"CLAUDIMA MOISEMAR ANDEL LTDA","60197984133300","64E1F4E39A68"
"ALCICLEI KAIQUY UOSHINGTON LTDA","47819008172800","8C8D68A22B8E"
"TAILANY HERENA PATRICIE LTDA","88576708128300","4F91DA5A0240"
"NIVERSINO ELESSI LORIVA LTDA","10090968208546","5AFA96BFC5DA"
"LEANDRE CARMLITA JARDANI LTDA","50641094182600","12CCF74C7E72"
"ISAULITA WILQUEN FRANCILEA LTDA","78787676145600","B95E926A20E6"
"ESILHA ROSIMERES DELNIRA LTDA","40476958225800","A87DA4FD48D2"
"COLIMERIO MELILA APOENA LTDA","92598308234500","53D60642C969"
"ADRIANE JUBERLAN VALLENTINA LTDA","25240320135700","8B2EE3314110"
"SIVONILDO IDAINE RAIKON LTDA","73857296158000","24D0CE3C55DA"
"NELTO ELONICE LUMI LTDA","70999874219700","7F30B3B4B5A5"
"KLEBIA CILEUSA JEORLANDO LTDA","43540694195000","4FE3A2AA652C"
"ILIS ZEQUEL GEIGIANE LTDA","34058558183900","B4EFE14F5B5C"
"ENELSI SANDILENE DEUZITO LTDA","79776798192500","639CB978C55E"
"CLAUDOMI MONALY ANAILSE LTDA","93929178133270","56CCB232BF9E"
"ALCIDETE KAIZA UEMERSON LTDA","29166336217200","C0B4545F6749"
"TAILIZE HERIELTON OZEIA LTDA","32474504148100","2E6273E485D2"
"NIZALDO ELEVILSON LODARIO LTDA","30633816220900","7777FB664900"
"LEANO CAROLAINNE JANICLEISON LTDA","32457510183900","0C4777EA4FE1"
"ISELDE WILY FLORISBETE LTDA","91466884201100","0E461EB16F8B"
"ESLAN ROSINEIA DEJANE LTDA","00849580239400","64100BA99412"
"CONCESSO MELKSEDEK ARARIPE LTDA","17757032191300","47AEA5E80A1E"
"ADRIELA JUCAS VALRENE LTDA","07902820222100","A965EB62AADC"
"SKARLET IASLA RAINOM LTDA","80530688227060","E0DD7EE91E99"
"NELZELI ELMIRENE LUSIMA LTDA","21190880124600","84A3675909D9"
"KLEDISON CIDERLI JERLES LTDA","97414878232000","46755854E337"
"ILIZANDRA ZEMIRA GEIZIELI LTDA","10561106145600","CF850AC3B4EE"
"ENERSOM SAMIRY DEYVIDE LTDA","37122122240630","A5D7F39B8861"
"CLAUNEI MIZA ANANILTON LTDA","82759634228290","AA9D6C503119"
"ALCIDEMAR KAESSA UILLIS LTDA","16593798172800","EB62E1DFF860"
"TAILI HENRIKE PABULA LTDA","48007894165400","064A56810D26"
"NIVON ELEODETE LONILSON LTDA","13118294209780","86E2FA052519"
"LEANGELA CARME JANNES LTDA","21198318125870","1AC3B298AEB5"
"ISAUTO WILLIANO FRANCENILDA LTDA","91900836199900","BE5E8B87E955"
"ESION ROSILANDA DELDETE LTDA","16050796151800","96480C004787"
"COMCEICAO MEIRILAN AREANE LTDA","43668650124600","D8E27A48F878"
"ADRIAO JOZIMARIO VALTERLINO LTDA","73043720211000","58BE21964FFD"
"SIZINA IBERICA RALENE LTDA","22044242159200","5BDE5242E9AA"
"NELVIA ELOCI LUZANA LTDA","32729962134500","B2076A43123D"
"KLEBSSON CIDMARA JERVACIO LTDA","44499462124600","4A9F73AB93BF"
"ILISON ZENESIO GELISSON LTDA","56904082190000","47DAFB5544F8"
"ENEO SAMUR DHEISY LTDA","26489466219700","47C46AFA4ACD"
"CLAUDVAN MOANY ANAUA LTDA","34065324178930","DDF1EA137E0B"
"ALCENY KAILANNE ULIS LTDA","72567894197440","24CDAC423842"
"TAIENE HERBERTI PARLON LTDA","02746276169100","B5648DFF2633"
"NIVANA ELEONORA LORHAYNE LTDA","58938138123400","E599883BE1B9"
"LEADIR CARMENIO JAQUELINY LTDA","33727240151780","DEFAA2CC0EFF"
"ISANNA WILLMA FRANCIELMO LTDA","95310124135700","C5EF0BF71385"
"ESHILY ROSILTON DELIVALDO LTDA","05615662123400","CE913676BD4D"
"CLVIS MEIZE ANOE LTDA","64681110160400","AA00908C9862"
"ADRELY JUANETE VALDINEZA LTDA","51715972227100","C13030FA66EF"
"SIVANILDA IATIARA PEPEU LTDA","18620952124600","F795A7EEB6E4"
"NELSITA ELOAR LISNEIDE LTDA","86718266125900","F3CDBA511AA7"
"KLAYSSON CIDINES JADER LTDA","55663950224600","45DA173DDE22"
"ILIDIO ZENEDE EURYDES LTDA","46983596166600","C91873FD0994"
"ENEIR SAMUE CRENILSON LTDA","90499236214700","69A3359CE602"
"CLAUDIVANI MOADIR ADILINO LTDA","46537020127100","F3C8698DBA14"
"ALBANEZ KAIKE SILVELENE LTDA","23330940185100","04494D329707"
"SWELLEN HERBE NARAYNA LTDA","93686108129570","0CF6341D24D7"
"NILZIENE ELEONIDES KARYM LTDA","96004584227100","FE9CF276FCA5"
"LAURINDO CARMENA HELQUIAS LTDA","08834946123400","B1868B8348F1"
"IRONIDE WILLISTON EDVINO LTDA","17012662245600","1E8154481D44"
"EROMILDA ROSILES BEATRICI LTDA","59907830141910","B0AF82A104AD"
"CLEZIANE MEISON WALTON LTDA","02471622167800","809C2E7073A8"
"ADMI JUALIANA ARGENI LTDA","43446650218400","10EF57C8C495"
"SINEZIO IALAN VALZIR LTDA","17082754128300","3719709E49B7"
"NEIVALDO ELIJANIA RAMIEL LTDA","08318422160420","874594BACB37"
"KHRISTIAN CARLEM LUZIELI LTDA","09486080176500","D98D745387E0"
"ILDAMARA WILIEN JESILMA LTDA","67134026197400","EFCBF718589E"
"EMLIO RONDINEIA GEMILI LTDA","80855306150500","BB738B937A91"
"CLAUDERINO MARIOSAM DHIENE LTDA","44107410149300","E4E7D52DC4A7"
"ALBETISA JODIR ANDERLEIDE LTDA","12400700133300","827C485CFEBB"
"TAECIO GERSICA URBANITA LTDA","90545280149300","8BA28ADA025E"
"NISLANDIA DICKSON PATRISCIA LTDA","12551054245600","395E806D9D41"
"LAYLON AMINTHAS LORRAINNY LTDA","99464026234500","0DF5A372D69C"
